title,author,year,journal,doi,abstract,rejected_by_full-text_screening,reason_for_full-text_screening
A phenomenological contact model: Understanding the graft-tunnel interaction in anterior cruciate ligament reconstructive surgery,Salehghaffari S.; Dhaher Y.Y.,2015,Journal of Biomechanics,10.1016/j.jbiomech.2015.04.034,"In this paper, we sought to expand the fidelity of a validated model of the anterior cruciate ligament reconstruction (ACL-R) procedure by incorporating a stick-slip contact model with linear pressure-overclosure relationship at the interface. The suggested model is characterized by three unknown parameters, friction coefficient, shear stress softening and contact stiffness. In the absence of any isolated experiments exploring the graft-tunnel interactions during an aggregate joint load, the calibration data used in this study are derived from a reported biomechanical study. A Bayesian calibration procedure was employed to find the unknown probability distribution function (PDF) of these contact parameters. Initially, the response surface approximations of the predicted graft forces from laxity test simulations was adopted to estimate the likelihood of noisy experimental data reported in the literature. Then, the wide domain of contact parameters was sampled sequentially based on the Marcov Chain Monte Carlo (MCMC) method with acceptance-rejection criteria to search for population of samples in significantly narrower domain of unknown parameters that are associated with the highest occurrence likelihood of noisy experimental data. Our simulations with calibrated contact parameters indicate that pre-tensioning applied at 30° of flexion leads to larger graft force after the joint is fully extended compared to the graft force when the same pre-tensioning force is applied at full extension. Moreover, regardless of the pre-tensioning force, the graft-tunnel contact pressure is larger when the fixation of the graft is performed at full extension, increasing with the pre-tensioning force. © 2015.",TRUE,"Centers on biomechanical modeling in ACL reconstruction without discussing automatic prediction or assessment of aesthetics in plastic or cancer surgery, so it doesn't align with the review's focus."
A computational tool for preoperative breast augmentation planning in aesthetic plastic surgery,Georgii J.; Eder M.; Burger K.; Klotz S.; Ferstl F.; Kovacs L.; Westermann R.,2014,IEEE Journal of Biomedical and Health Informatics,10.1109/JBHI.2013.2285308,"Breast augmentation was the most commonly performed cosmetic surgery procedure in 2011 in the United States. Although aesthetically pleasing surgical results can only be achieved if the correct breast implant is selected from a large variety of different prosthesis sizes and shapes available on the market, surgeons still rely on visual assessment and other subjective approaches for operative planning because of lacking objective evaluation tools. In this paper, we present the development of a software prototype for augmentation mammaplasty simulation solely based on 3-D surface scans, from which patient-specific finite-element models are generated in a semiautomatic process. The finite-element model is used to preoperatively simulate the expected breast shapes using physical soft-tissue mechanics. Our approach uses a novel mechanism based on so-called displacement templates, which, for a specific implant shape and position, describe the respective internal body forces. Due to a highly efficient numerical solver we can provide immediate visual feedback of the simulation results, and thus, the software prototype can be integrated smoothly into the medical workflow. The clinical value of the developed 3-D computational tool for aesthetic breast augmentation surgery planning is demonstrated in patient-specific use cases. © 2013 IEEE.",TRUE,"Focuses mainly on pre-surgery planning and implant choice instead of automatically predicting or objectively assessing post-surgery looks, so it doesn’t fit the review’s topic."
Virtual downsizing for decision support in mitral valve repair,Neugebauer M.; Tautz L.; Hüllebrand M.; Sündermann S.; Degener F.; Goubergrits L.; Kühne T.; Falk V.; Hennemuth A.,2019,International Journal of Computer Assisted Radiology and Surgery,10.1007/s11548-018-1868-6,"Purpose: Various options are available for the treatment of mitral valve insufficiency, including reconstructive approaches such as annulus correction through ring implants. The correct choice of general therapy and implant is relevant for an optimal outcome. Additional to guidelines, decision support systems (DSS) can provide decision aid by means of virtual intervention planning and predictive simulations. Our approach on virtual downsizing is one of the virtual intervention tools that are part of the DSS workflow. It allows for emulating a ring implantation based on patient-specific lumen geometry and vendor-specific implants. Methods: Our approach is fully automatic and relies on a lumen mask and an annulus contour as inputs. Both are acquired from previous DSS workflow steps. A virtual surface- and contour-based model of a vendor-specific ring design (26–40 mm) is generated. For each case, the ring geometry is positioned with respect to the original, patient-specific annulus and additional anatomical landmarks. The lumen mesh is parameterized to allow for a vertex-based deformation with respect to the user-defined annulus. Derived from post-interventional observations, specific deformation schemes are applied to atrium and ventricle and the lumen mesh is altered with respect to the ring location. Results: For quantitative evaluation, the surface distance between the deformed lumen mesh and segmented post-operative echo lumen close to the annulus was computed for 11 datasets. The results indicate a good agreement. An arbitrary subset of six datasets was used for a qualitative evaluation of the complete lumen. Two domain experts compared the deformed lumen mesh with post-interventional echo images. All deformations were deemed plausible. Conclusion: Our approach on virtual downsizing allows for an automatic creation of plausible lumen deformations. As it takes only a few seconds to generate results, it can be added to a virtual intervention toolset without unnecessarily increasing the pipeline complexity. © 2018, CARS.",TRUE,"Centers on virtual planning for mitral valve repair and functional anatomy, without covering automated prediction or evaluation of cosmetic outcomes in plastic or cancer surgery."
Conceptual design and implantation of an external fixator with improved mobility for knee rehabilitation,Gatti G.,2017,Computer Methods in Biomechanics and Biomedical Engineering,10.1080/10255842.2017.1307342,"A hinged external fixator is used to allow early knee rehabilitation in case of injury or trauma, as an alternative approach to immobilization. It is mainly adopted for the treatment of dislocations, which involve tearing of the ligaments, and it basically consists of two links connected to each other by a revolute joint. Each link is fixed to the femur and tibia via pin fixation, and the revolute joint is approximately aligned to the knee flexion-extension (FE) axis. The advantage in its implantation is to protect ligament reconstruction, while allowing for an aggressive rehabilitation. Traditional fixators only accommodate the functional flexion movement in a limited range, i.e. where the anatomical movement is closer to a planar circular trajectory. This paper presents the conceptual design and implantation procedure of a double-axis fixator, which accommodates both FE and longitudinal internal-external rotation. The procedure is based on accurate knee kinematics measurements and on computer-aided multibody simulations to assist clinicians in the implantation. An experimental test is presented using an artificial knee, and guidelines are given for in vitro studies. The proposed technique may allow for a better understanding of knee kinematics and have the potential advantage to increase the range of motion in postoperative rehabilitation. © 2017 Informa UK Limited, trading as Taylor & Francis Group.",TRUE,"Focuses on mechanical knee fixators and rehab, not on predicting or evaluating aesthetic results in plastic or cancer surgery."
Linear Elastic Properties of the Facial Soft Tissues Using an Aspiration Device: Towards Patient Specific Characterization,Luboz V.; Promayon E.; Payan Y.,2014,Annals of Biomedical Engineering,10.1007/s10439-014-1098-1,"Biomechanical modeling of the facial soft tissue behavior is needed in aesthetic or maxillo-facial surgeries where the simulation of the bone displacements cannot accurately predict the visible outcome on the patient’s face. Because these tissues have different nature and elastic properties across the face, depending on their thickness, and their content in fat or muscle, individualizing their mechanical parameters could increase the simulation accuracy. Using a specifically designed aspiration device, the facial soft tissues deformation is measured at four different locations (cheek, cheekbone, forehead, and lower lip) on 16 young subjects. The stiffness is estimated from the deformations generated by a set of negative pressures using an inverse analysis based on a Neo Hookean model. The initial Young’s modulus of the cheek, cheekbone, forehead, and lower lip are respectively estimated to be 31.0 kPa ± 4.6, 34.9 kPa ± 6.6, 17.3 kPa ± 4.1, and 33.7 kPa ± 7.3. Significant intra-subject differences in tissue stiffness are highlighted by these estimations. They also show important inter-subject variability for some locations even when mean stiffness values show no statistical difference. This study stresses the importance of using a measurement device capable of evaluating the patient specific tissue stiffness during an intervention. © 2014, Biomedical Engineering Society.",TRUE,"Focuses on biomechanical tissue analysis and doesn't cover automatic prediction or evaluation of aesthetic outcomes, so it’s outside the scope of computational aesthetic assessment in surgery."
Realistic and interactive high-resolution 4D environments for real-time surgeon and patient interaction,Smith L.N.; Farooq A.R.; Smith M.L.; Ivanov I.E.; Orlando A.,2017,International Journal of Medical Robotics and Computer Assisted Surgery,10.1002/rcs.1761,"Background: Remote consultations that are realistic enough to be useful medically offer considerable clinical, logistical and cost benefits. Despite advances in virtual reality and vision hardware and software, these benefits are currently often unrealised. Method: The proposed approach combines high spatial and temporal resolution 3D and 2D machine vision with virtual reality techniques, in order to develop new environments and instruments that will enable realistic remote consultations and the generation of new types of useful clinical data. Results: New types of clinical data have been generated for skin analysis and respiration measurement; and the combination of 3D with 2D data was found to offer potential for the generation of realistic virtual consultations. Conclusion: An innovative combination of high resolution machine vision data and virtual reality online methods, promises to provide advanced functionality and significant medical benefits, particularly in regions where populations are dispersed or access to clinicians is limited. Copyright © 2016 John Wiley & Sons, Ltd.",TRUE,"Focuses on virtual reality in remote consultations and data collection, but doesn’t cover automatic prediction or evaluation of aesthetic results in plastic or cancer surgery."
Control of the micromovements of a composite-material nail design: A finite element analysis,Ben-Or M.; Shavit R.; Ben-Tov T.; Salai M.; Steinberg E.L.,2016,Journal of the Mechanical Behavior of Biomedical Materials,10.1016/j.jmbbm.2015.09.011,"Background: Intramedullary nail fixation is the most accepted modality for stabilizing long bone midshaft fractures. The commercially used nails are fabricated from Stainless Steel or Titanium. Composite-materials (CM) mainly carbon-fiber reinforced polymers (CFRP) have been gaining more interest and popularity due to their properties, such as modulus of elasticity close to that of bone, increased fatigue strength, and radio-opacity to irradiation that permits a better visualization of the healing process. The use of CFRP instead of metals allows better control of different directional movements along a fracture site. The purpose of this analysis was to design a CM intramedullary nail to enable micromovements as depicted on a finite element analysis method. Methods: We designed a three-dimentional femoral nail model. Three CFRP with different laminates arrangements, were included in the analysis. The finite element analysis involved applying vertical and horizontal loads on each of the designed and tested nails. Results: The nails permitted a transverse micromovement of 0.75. mm for the 45° lay-up and 1.5. mm for the 90° lay-up for the CM, 1.38. mm for the Titanium and 0.74. mm for the Stainless Steel nails. The recorded axial movements were 0.53. mm for the 45° lay-up, 0.87. mm for the 90° lay-up, 0.46. mm for the unsymmetrical lay-up CM, 0.046 for the Titanium and 0.02 for the Stainless Steel nails. Overall, the simulations showed that nail transverse micromovements can be reduced by using 45° carbon fiber orientations. Similar results were observed with each metal nails. Interpretation: We found that nail micromovements can be controlled by changing the directional stiffness using different lay-up orientations. These results can be useful for predicting nail micromovements under specified loading conditions which are crucial for stimulating callus formation in the early stages of healing. © 2015 Elsevier Ltd.",TRUE,Focuses on biomechanical analysis of fracture fixation devices and doesn’t cover automatic prediction or evaluation of aesthetic results in plastic or cancer surgery.
A computational tool to support pre-operative planning of stentless aortic valve implant,Auricchio F.; Conti M.; Morganti S.; Totaro P.,2011,Medical Engineering and Physics,10.1016/j.medengphy.2011.05.006,"In some cases of aortic valve leaflet disease, the implant of a stentless biological prosthesis represents an excellent option for aortic valve replacement (AVR). In particular, if compared to more classical surgical approaches, it provides a more physiological hemodynamic performance and a minor trombogeneticity avoiding the use of anticoagulants. The clinical outcomes of AVR are strongly dependent on an appropriate choice of both prosthesis size and replacement technique, which are, at present, strictly related to surgeon's experience and skill. Therefore, also this treatment, like most reconstructive procedures in cardiac surgery, remains ""more art than science"" [1]. Nowadays computational methodologies represent a useful tool both to investigate the aortic valve behavior, in physiologic and pathologic conditions and to reproduce virtual post-operative scenarios. The present study aims at supporting the AVR procedure planning through a patient-specific Finite Element Analysis (FEA) of stentless valve implantation. Firstly, we perform FEA to simulate the prosthesis placement inside the patient-specific aortic root; then, we reproduce, again by means of FEA, the diastolic closure of the valve to evaluate both the coaptation and the stress/strain state. The simulation results prove that both the valve size and the anatomical asymmetry of the Valsalva sinuses affect the prosthesis placement procedure. © 2011 IPEM.",TRUE,"Focuses on computational planning for heart valve procedures and biomechanical outcomes, not on predicting or evaluating cosmetic results in plastic or cancer surgery."
Advanced interactive medical visualization on the GPU,Tatarchuk N.; Shopf J.; DeCoro C.,2008,Journal of Parallel and Distributed Computing,10.1016/j.jpdc.2008.06.011,"Interactive visual analysis of a patient's anatomy by means of computer-generated 3D imagery is crucial for diagnosis, pre-operative planning, and surgical training. The task of visualization is no longer limited to producing images at interactive rates, but also includes the guided extraction of significant features to assist the user in the data exploration process. An effective visualization module has to perform a problem-specific abstraction of the dataset, leading to a more compact and hence more efficient visual representation. Moreover, many medical applications, such as surgical training simulators and pre-operative planning for plastic and reconstructive surgery, require the visualization of datasets that are dynamically modified or even generated by a physics-based simulation engine. In this paper we present a set of approaches that allow interactive exploration of medical datasets in real time. Our method combines direct volume rendering via ray-casting with a novel approach for isosurface extraction and re-use directly on graphics processing units (GPU)s in a single framework. The isosurface extraction technique takes advantage of the recently introduced Microsoft(R) DirectX®10 pipeline for dynamic surface extraction in real time using geometry shaders. This surface is constructed in polygonal form and can be directly used post-extraction for collision detection, rendering, and optimization. The resulting polygonal surface can also be analyzed for geometric properties, such as feature area, volume and size deviation, which is crucial for semi-automatic tumor analysis as used, for example, in colonoscopy. Additionally, we have developed a technique for real-time volume data analysis by providing an interactive user interface for designing material properties for organs in the scanned volume. Combining isosurface with direct volume rendering allows visualization of the surface properties as well as the context of tissues surrounding the region and gives better context for navigation. Our application can be used with CT and MRI scan data, or with a variety of other medical and scientific applications. The techniques we present are general and intuitive to implement and can be used for many other interactive environments and effects, separately or together. © 2008 Elsevier Inc. All rights reserved.",TRUE,Focuses on interactive visualization for medical imaging and tumor analysis instead of automatic prediction or evaluation of aesthetic outcomes in plastic or oncological surgery.
Does graft construct lengthening at the fixations cause an increase in anterior laxity following anterior cruciate ligament reconstruction in vivo?,Smith C.K.; Hull M.L.; Howell S.M.,2010,Journal of Biomechanical Engineering,10.1115/1.4001027,"A millimeter-for-millimeter relation between an increase in length of an anterior cruciate ligament graft construct and an increase in anterior laxity has been demonstrated in multiple in vitro studies. Based on this relation, a 3 mm increase in length of the graft construct following surgery could manifest as a 3 mm increase in anterior laxity in vivo, which is considered clinically unstable. Hence, the two primary objectives were to determine whether the millimeter-for-millimeter relation exists in vivo for slippage-resistant fixation of a soft-tissue graft and, if it does not exist, then to what extent the increase in stiffness caused by biologic healing of the graft to the bone tunnel offsets the potential increase in anterior laxity resulting from lengthening at the sites of fixation. Sixteen subjects were treated with a fresh-frozen, nonirradiated, nonchemically processed tibialis allograft. Tantalum markers were injected into the graft, fixation devices, and bones. On the day of surgery and at 1, 2, 3, and 4 months, Roentgen stereophotogrammetric analysis was used to compute anterior laxity at 150 N of anterior force and the total slippage from both sites of fixation. A simple linear regression was performed to determine whether the millimeter-for-millimeter relation existed and a springs-in-series model of the graft construct was used to determine the extent to which the increase in stiffness caused by biological healing of the graft to the bone tunnel offset the increase in anterior laxity resulting from lengthening at the sites of fixation. There was no correlation between lengthening at the sites of fixation and the increase in anterior laxity at 1 month (R2 = 0.0, slope = 0.2). Also, the increase in stiffness of the graft construct caused by biologic healing of the graft to the bone tunnel offset 0.7 mm of the 1.5 mm potential increase in anterior laxity resulting from lengthening at the sites of fixation. This relatively large offset of nearly 50% occurred because lengthening at the sites of fixation was small. Copyright © 2010 by ASME.",TRUE,"Focuses on biomechanical results of ligament reconstruction, not on predicting or evaluating aesthetic outcomes in plastic or cancer surgery."
A hyperelastic finite-element model of human skin for interactive real-time surgical simulation,Lapeer R.J.; Gasson P.D.; Karri V.,2011,IEEE Transactions on Biomedical Engineering,10.1109/TBME.2009.2038364,"A finite-element (FE) model of human skin is proposed for future use in an interactive real-time surgical simulation to teach surgeons procedures, such as facial reconstruction using skin-flap repair. For this procedure, skin is cut into flaps that are stretched to cover openings in the face. Thus, the model must recreate the visual, haptic, and force feedback expected by the surgeon. To develop the FE model, a series of in vitro experiments were conducted on samples of human skin, subjected to uniaxial and planar tensile straining. Reduced polynomial hyperelastic (HE) materials were found to fit many of the samples stress-strain data well. Finally, an explicit dynamic FE mesh was developed based on the fitted HE material models. A total Lagrangian formulation with the half-step central difference method was employed to integrate the dynamic equation of motion of the mesh. The mesh was integrated into two versions of a real-time skin simulator: a single-threaded version running on a computers main central processing unit and a multithreaded version running on the computers graphics card. The latter was achieved by exploiting recent advances in programmable graphics technology. © 2011 IEEE.",TRUE,"Focuses on biomechanical modeling for surgical simulation without covering automatic prediction or evaluation of aesthetic results, so it doesn't match the review's focus on aesthetic assessment in plastic and cancer surgery."
A method for automatically optimizing medical devices for treating heart failure: Designing polymeric injection patterns,Wenk J.F.; Wall S.T.; Peterson R.C.; Helgerson S.L.; Sabbah H.N.; Burger M.; Stander N.; Ratcliffe M.B.; Guccione J.M.,2009,Journal of Biomechanical Engineering,10.1115/1.4000165,"Heart failure continues to present a significant medical and economic burden throughout the developed world. Novel treatments involving the injection of polymeric materials into the myocardium of the failing left ventricle (LV) are currently being developed, which may reduce elevated myofiber stresses during the cardiac cycle and act to retard the progression of heart failure. A finite element (FE) simulation-based method was developed in this study that can automatically optimize the injection pattern of the polymeric ""inclusions"" according to a specific objective function, using commercially available software tools. The FE preprocessor TRUEGRID® was used to create a parametric axisymmetric LV mesh matched to experimentally measured end-diastole and end-systole metrics from dogs with coronary microembolization-induced heart failure. Passive and active myocardial material properties were defined by a pseudo-elastic-strain energy function and a time-varying elastance model of active contraction, respectively, that were implemented in the FE software LS-DYNA. The companion optimization software LS-OPT was used to communicate directly with TRUEGRID® to determine FE model parameters, such as defining the injection pattern and inclusion characteristics. The optimization resulted in an intuitive optimal injection pattern (i.e., the one with the greatest number of inclusions) when the objective function was weighted to minimize mean end-diastolic and endsystolic myofiber stress and ignore LV stroke volume. In contrast, the optimization resulted in a nonintuitive optimal pattern (i.e., 3 inclusions longitudinally X 6 inclusions circumferentially) when both myofiber stress and stroke volume were incorporated into the objective function with different weights. Copyright © 2009 by ASME.",TRUE,"Focuses on improving heart failure treatments but doesn't discuss aesthetic results or plastic and cancer-related surgeries, so it’s outside the review’s scope."
Gradient-vector-flow snake method for quantitative image reconstruction applied to mandibular distraction surgery,Tognola G.; Parazzini M.; Pedretti G.; Ravazzani P.; Grandori F.; Pesatori A.; Norgia M.; Svelto C.,2009,IEEE Transactions on Instrumentation and Measurement,10.1109/TIM.2009.2015525,"To improve planning of maxillofacial surgery, a novel method for maxillary-, mandibular-, and facial-nerve 3-D image reconstruction was implemented and optimized. A set of images acquired by a computed tomography (CT) scanner was segmented to reconstruct the 3-D model of the maxilla and mandible. Particular attention was given to the segmentation of the facial nerve, which was obtained through the gradient-vector-flow (GVF) snake method. After segmentation, precise anatomical 3-D plastic models were fabricated through stereolithography from CT scans of five clinical cases that will undergo either dental implant surgery or bone distraction. For all cases, 3-D models delivered essential visual and tactile information for the planning and simulation of surgery as well as for customized implant preparation. © 2009 IEEE.",TRUE,"Centers on 3-D image reconstruction and surgical planning aimed at function, not on automatically predicting or evaluating aesthetic outcomes."
Simulation Based Design and Evaluation of a Transcatheter Mitral Heart Valve Frame,Young M.; Erdemir A.; Stucke S.; Klatte R.; Davis B.; Navia J.L.,2012,"Journal of Medical Devices, Transactions of the ASME",10.1115/1.4007182,"In certain populations, open heart surgery to replace a diseased mitral valve is not an option, leaving percutaneous delivery a viable alternative. However, a surgical transcatheter based delivery of a metallic support frame incorporating a tissue derived valve puts considerable constraints on device specifications. Expansion to a large diameter from the catheter diameter without mechanical fracture involves advanced device design and appropriate material processing and selection. In this study, a new frame concept is presented with a desirable feature that incorporates wings that protrude during expansion to establish adequate fixation. Expansion characteristics of the design in relation to annulus fixation were quantified through finite element analysis predictions of the frame wing span and angles. Computational modeling and simulation was used to identify many favorable design features for the transcatheter mitral valve frame and obtain desired expansion diameters (35-45 mm), acceptable radial stiffness (2.7 N/mm), and ensure limited risk of failure based on predicted plastic deformations. © 2012 American Society of Mechanical Engineers.",TRUE,Focuses on mechanical design of a heart valve frame and doesn’t cover automatic prediction or evaluation of aesthetic results in plastic or cancer surgery.
Surgical simulation and evaluation in anterior cruciate ligament reconstruction with image-free navigation,Wang T.; Hu Y.; Liu W.; Sun L.; Wang J.; Feng H.; Hu L.,2009,High Technology Letters,10.3772/j.issn.1006-6748.2009.01.006,"A surgical simulation and evaluation method in the anterior cruciate ligament (ACL) reconstruction with image-free navigation was presented. Firstly, video tracking module, bone surface reconstruction module and virtual simulation module of this system were discussed. Secondly, the coordinate relations of several surgery objects (including surgical instrument, anatomical, camera and screen) in the surgical environment, the tracking based on MicronTracker with two cameras and the bone surface real-time reconstruction based on the Delaunay algorithm were introduced in detail. Finally, experiments of anisometry measurement and virtual simulation on two plastics were carried out to verify the validity of the proposed method. The anisometry value of reconstructed ACL was 8.970039 mm. The effectiveness of ACL reconstruction has been proved by preliminary evaluation trials. Copyright © by High Technology Letters Press.",TRUE,"Focuses on ACL reconstruction evaluation instead of automatic prediction or aesthetic outcomes in plastic or cancer surgery, so it doesn’t match the review’s topic."
Assessment of the applicability of analytical models for blood flow prediction in reconstructive surgery,Drikakis D.; Milionis C.; Pal S.K.; Patel S.; Shapiro E.,2011,International Journal for Numerical Methods in Biomedical Engineering,10.1002/cnm.1401,"Arterial flow in the context of plastic or reconstructive surgery is of primary importance to the successful outcome of the procedure. Analytic formulae, which are frequently used for the estimates of flow rates in these applications, introduce a number of assumptions about the geometry of the artery, the character of the flow and media properties of blood. This paper presents a computational fluid dynamics (CFD) study of a ligated artery using real geometry taken from ex vivo intraoperative angiography of an axial flap. An analytical model is derived for this case under assumptions typically made in the literature and comparisons between the CFD study and the analytical model are presented. A systematic study to evaluate the effects of the assumptions made in constructing analytical models has been conducted, showing that the most limiting assumption is that of the simplified geometry that can lead to the pressure drop being under-predicted by up to 2.65 times. Copyright © 2010 John Wiley & Sons, Ltd.",TRUE,"Focuses on blood flow modeling and hemodynamics instead of predicting or evaluating aesthetic outcomes, so it doesn't match the review topic."
Laser transport through thin scattering layers,Eze R.; Kumar S.,2010,Applied Optics,10.1364/AO.49.000358,"Many modern applications of lasers involve understanding the transport of radiation through thin layers. The interactions of continuous wave and pulsed lasers with skin in dermatological use related to surgery and cosmetic procedures are examples of such. These highly scattering thin layers in skin are best modeled by the Monte Carlo method. However, most traditional Monte Carlo models may inaccurately account for the presence of thin layers. As an example, the very thin epidermis, with its highly absorbing melanin, is known to influence the laser penetration significantly. If the Monte Carlo model is implemented without special features, then the results of the simulation will show incorrect effects of thin layers because the path length of most photons would be significantly larger than the layer thickness. As a result, the computed photon travel path length would simply not feel the presence of the layer. In this paper, we present numerical and algorithmic features for computation of radiation transport through thin layers. It is noted that, while Monte Carlo without special features smears the radiative effect of the layers, the refined technique indicates that layers have a great impact on the absorption of energy, especially if the layer properties are distinctly different from those of the adjacent layers. The results have significant implications in the study of diagnostic and therapeutic applications of lasers in biomedicine and surgery. © 2010 Optical Society of America.",TRUE,"Models laser transport in skin layers but doesn’t cover automatic prediction or assessment of aesthetic results in plastic or cancer surgery, so it’s not a good fit here."
FSI analysis of the coughing mechanism in a human trachea,Malvè M.; Del Palomar A.P.; López-Villalobos J.L.; Ginel A.; Doblaré M.,2010,Annals of Biomedical Engineering,10.1007/s10439-010-9951-3,"The main physiological function of coughing is to remove from the airways the mucus and foreign particles that enter the lungs with respirable air. However, in patients with endotracheal tubes, further surgery has to be performed to improve cough effectiveness. Thus, it is necessary to analyze how this process is carried out in healthy tracheas to suggest ways to improve its efficacy in operated patients. A finite element model of a human trachea is developed and used to analyze the deformability of the tracheal walls under coughing. The geometry of the trachea is obtained from CT of a 70-year-old male patient. A fluid structure interaction approach is used to analyze the deformation of the wall when the fluid (in this case, air) flows inside the trachea. A structured hexahedral-based grid for the tracheal walls and an unstructured tetrahedral-based mesh with coincident nodes for the fluid are used to perform the simulations with the finite element-based commercial software code (ADINA R&D Inc.). Tracheal wall is modeled as an anisotropic fiber reinforced hyperelastic solid material in which the different orientation of the fibers is introduced. The implantation of an endotracheal prosthesis is simulated. Boundary conditions for breathing and coughing are applied at the inlet and at the outlet surfaces of the fluid mesh. The collapsibility of a human trachea under breathing and coughing is shown in terms of flow patterns and wall stresses. The ability of the model to reproduce the normal breathing and coughing is proved by comparing the deformed shape of the trachea with experimental results. Moreover the implantation of an endotracheal prosthesis would be related with a decrease of coughing efficiency, as clinically seen. © 2010 Biomedical Engineering Society.",TRUE,"Focuses on biomechanical analysis of coughing in the trachea instead of predicting or evaluating aesthetic results in plastic or cancer surgery, so it doesn’t fit the review’s topic."
A patient-specific FE-based methodology to simulate prosthesis insertion during an augmentation mammoplasty,Lapuebla-Ferri A.; del Palomar A.P.; Herrero J.; Jiménez-Mocholí A.-J.,2011,Medical Engineering and Physics,10.1016/j.medengphy.2011.04.014,"Breast augmentation surgery is a widespread practice for aesthetic purposes. Current techniques, however, are not able to reliably predict the desired final aspect of the breast after the intervention, whose success relies almost completely on the surgeon's skill. In this way, patient-specific methodologies capable of predicting the outcomes of such interventions are of particular interest. In this paper, a finite element biomechanical model of the breast of a female patient before an augmentation mammoplasty was generated using computer tomography images. Prosthesis insertion during surgery was simulated using the theory of finite elasticity. Hyperelastic constitutive models were considered for breast tissues and silicone implants. The deformed geometry obtained from finite element analysis was compared qualitatively and quantitatively with the real breast shape of the patient lying in supine position, with root-mean-squared errors less than 3. mm. The results indicate that the presented methodology is able to reasonably predict the aspect of the breast in an intermediate step of augmentation mammoplasty, and reveal the potential capabilities of finite element simulations for visualization and prediction purposes. However, further work is required before this methodology can be helpful in aesthetic surgery planning. © 2011 IPEM.",TRUE,"Focuses on biomechanical simulation of prosthesis insertion and doesn’t use automatic methods to predict or evaluate aesthetic results, so it doesn’t fit with the review’s focus on automated aesthetic assessment in surgery."
Computational mechanics of Nitinol stent grafts,Kleinstreuer C.; Li Z.; Basciano C.A.; Seelecke S.; Farber M.A.,2008,Journal of Biomechanics,10.1016/j.jbiomech.2008.05.032,"A finite element analysis of tubular, diamond-shaped stent grafts under representative cyclic loading conditions for abdominal aortic aneurysm (AAA) repair is presented. Commercial software was employed to study the mechanical behavior and fatigue performance of different materials found in commercially available stent-graft systems. Specifically, the effects of crimping, deployment, and cyclic pressure loading on stent-graft fatigue life, radial force, and wall compliances were simulated and analyzed for two types of realistic but different Nitinol materials (NITI-1 and NITI-2) and grafts (expanded polytetrafluoroethylene-ePTFE and polyethylene therephthalate-PET). The results show that NITI-1 stent has a better crimping performance than NITI-2. Under representative cyclic pressure loading, both NITI-1 and NITI-2 sealing stents are located in the safe zone of the fatigue-life diagram; however, the fatigue resistance of an NITI-1 stent is better than that of an NITI-2 stent. It was found that the two types of sealing stents do not damage a healthy neck artery. In the aneurysm section, the NITI-1&ePTFE, NITI-1&PET, and NITI-2&PET combinations were free of fatigue fracture when subjected to conditions of radial stress between 50 and 150 mmHg. In contrast, the safety factor for the NITI-2&ePFTE combination was only 0.67, which is not acceptable for proper AAA stent-graft design. In summary, a Nitinol stent with PET graft may greatly improve fatigue life, while its compliance is much lower than the NITI-ePTFE combination. © 2008 Elsevier Ltd. All rights reserved.",TRUE,"Focuses on stent grafts and their mechanical performance, not on automatic prediction or evaluation of aesthetic results in plastic or cancer-related surgery."
An intraoperative beta probe dedicated to glioma surgery: Design and feasibility study,Bonzom S.; Ménard L.; Pitre S.; Duval M.A.; Siebert R.; Palfi S.; Pinot L.; Lefebvre F.; Charon Y.,2007,IEEE Transactions on Nuclear Science,10.1109/TNS.2006.885574,"Surgery is considered as the primary therapeutic procedure for gliomas and several recent clinical studies have shown that total tumor resection is directly associated with longer survival when compared to subtotal resection. In order to refine the resection in the boundaries of gliomas, we are developing an intraoperative probe specifically dedicated to the localization of residual tumor labeled with positron emitters. The probe is designed to be compact and electrically safe in order to be directly coupled to the excision tool leading to simultaneous detection and removal of tumor tissues. It is built with clear and plastic scintillating fibers held in a closed packed annular arrangement ensheathing the excision tool. The annihilation γ ray background is eliminated by a real-time subtraction method. Validation of the technical choice and optimization of the probe geometry were performed by preliminary measurements and Monte Carlo simulations based on the MCNP-4C code and an anthropomorphic brain phantom. The theoretical probe sensitivity was found to be 82 cps/μCi/ml with a γ ray rejection efficiency of 99.6%. The expected minimum radio-tracer detectable concentration for tumors labeled with 18F-FET was 0.10 μCi/ml. When compared to the 0.29 μCi/ml average concentration in the bulk of the tumor, this result demonstrate the potential ability of the probe to define more accurately the extent of brain tumor resection. © 2007 IEEE.",TRUE,"Focuses on tumor localization during surgery but doesn’t cover automatic prediction or evaluation of aesthetic results, so it’s outside the scope of aesthetic assessment in plastic and cancer surgery."
