title,author,year,journal,doi,abstract,rejected_by_qualitive_screening,reason_for_qualitive_screening
A bounded iterative closest point method for minimally invasive registration of the femur,Rodriguez Y Baena F.; Hawke T.; Jakopec M.,2013,"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine",10.1177/0954411913500948,"This article describes a novel method for image-based, minimally invasive registration of the femur, for application to computer-assisted unicompartmental knee arthroplasty. The method is adapted from the well-known iterative closest point algorithm. By utilising an estimate of the hip centre on both the preoperative model and intraoperative patient anatomy, the proposed 'bounded' iterative closest point algorithm robustly produces accurate varus-valgus and anterior-posterior femoral alignment with minimal distal access requirements. Similar to the original iterative closest point implementation, the bounded iterative closest point algorithm converges monotonically to the closest minimum, and the presented case includes a common method for global minimum identification. The bounded iterative closest point method has shown to have exceptional resistance to noise during feature acquisition through simulations and in vitro plastic bone trials, where its performance is compared to a standard form of the iterative closest point algorithm. © IMechE 2013.",TRUE,"Focuses on a technical method for knee surgery without covering aesthetic outcomes in plastic or cancer-related surgery, so it doesn’t fit the review’s topic."
Foam-like scaffolds for bone tissue engineering based on a novel couple of silicate-phosphate specular glasses: Synthesis and properties,Vitale-Brovarone C.; Baino F.; Bretcanu O.; Verné E.,2009,Journal of Materials Science: Materials in Medicine,10.1007/s10856-009-3788-z,"Glass-ceramic scaffolds mimicking the structure of cancellous bone were produced via sponge replication technique by using a polyurethane foam as template and glass powder below 30 μm as inorganic phase. Specifically, a SiO2-based glass of complex composition and its corresponding P2O5-based ""specular"" glass were used as materials for scaffolding. The polymeric sponge was thermally removed and the glass powders were sintered to obtain a replica of the template structure. The scaffolds were investigated and compared from a structural, morphological and mechanical viewpoint by assessing their crystalline phases, volumetric shrinkage, pores content and interconnection, mechanical strength. In addition, the scaffolds were soaked in acellular simulated body fluid to investigate their in vitro behaviour. The produced scaffolds have a great potential for bone reconstructive surgery because their features, such as shape, strength, bioactivity and bioresorption, can be easily tailored according to the end use. © 2009 Springer Science+Business Media, LLC.",TRUE,"Focuses on biomaterial scaffolds for bone tissue engineering but doesn't cover automatic prediction or evaluation of aesthetic outcomes in plastic or oncological surgery, so it doesn't fit the review's scope."
A new system for computer-aided preoperative planning and intraoperative navigation during corrective jaw surgery,Chapuis J.; Schramm A.; Pappas I.; Hallermann W.; Schwenzer-Zimmerer K.; Langlotz F.; Caversaccio M.,2007,IEEE Transactions on Information Technology in Biomedicine,10.1109/TITB.2006.884372,"A new system for computer-aided corrective surgery of the jaws has been developed and introduced clinically. It combines three-dimensional (3-D) surgical planning with conventional dental occlusion planning. The developed software allows simulating the surgical correction on virtual 3-D models of the facial skeleton generated from computed tomography (CT) scans. Surgery planning and simulation include dynamic cephalometry, semi-automatic mirroring, interactive cutting of bone and segment repositioning. By coupling the software with a tracking system and with the help of a special registration procedure, we are able to acquire dental occlusion plans from plaster model mounts. Upon completion of the surgical plan, the setup is used to manufacture positioning splints for intraoperative guidance. The system provides further intraoperative assistance with the help of a display showing jaw positions and 3-D positioning guides updated in real time during the surgical procedure. The proposed approach offers the advantages of 3-D visualization and tracking technology without sacrificing long-proven cast-based techniques for dental occlusion evaluation. The system has been applied on one patient. Throughout this procedure, we have experienced improved assessment of pathology, increased precision, and augmented control. © 2007 IEEE.",TRUE,"Focuses on jaw surgery planning without tackling automatic aesthetic outcome prediction, and testing on just one patient limits its broader relevance here."
How to qualify and validate wear simulation devices and methods,Heintze S.D.,2006,Dental Materials,10.1016/j.dental.2006.02.002,"The clinical significance of increased wear can mainly be attributed to impaired aesthetic appearance and/or functional restrictions. Little is known about the systemic effects of swallowed or inhaled worn particles that derive from restorations. As wear measurements in vivo are complicated and time-consuming, wear simulation devices and methods had been developed without, however, systematically looking at the factors that influence important wear parameters. Wear simulation devices shall simulate processes that occur in the oral cavity during mastication, namely force, force profile, contact time, sliding movement, clearance of worn material, etc. Different devices that use different force actuator principles are available. Those with the highest citation frequency in the literature are - in descending order - the Alabama, ACTA, OHSU, Zurich and MTS wear simulators. When following the FDA guidelines on good laboratory practice (GLP) only the expensive MTS wear simulator is a qualified machine to test wear in vitro; the force exerted by the hydraulic actuator is controlled and regulated during all movements of the stylus. All the other simulators lack control and regulation of force development during dynamic loading of the flat specimens. This may be an explanation for the high coefficient of variation of the results in some wear simulators (28-40%) and the poor reproducibility of wear results if dental databases are searched for wear results of specific dental materials (difference of 22-72% for the same material). As most of the machines are not qualifiable, wear methods applying the machine may have a sound concept but cannot be validated. Only with the MTS method have wear parameters and influencing factors been documented and verified. A good compromise with regard to costs, practicability and robustness is the Willytec chewing simulator, which uses weights as force actuator and step motors for vertical and lateral movements. The Ivoclar wear method run on the Willytec machine shows a mean coefficient of variation in vertical wear of 12%. Force measurements have revealed that in the beginning of the stylus/specimen contact phase the force impulse is 3-4 times higher during dynamic loading than during static loading. When correlating material properties to the wear results of 23 composite resins subjected to the Ivoclar method, some parameters could be identified and incorporated into a wear formula to predict wear with the Ivoclar method. A round robin test evaluating the wear of ten dental materials with five wear simulation methods showed that the results were not comparable, as all methods follow different wear testing concepts. All wear methods lack the evidence of their clinical relevance because prospective studies correlating in vitro with long-term in vivo results with identical materials are not available. For direct restorative materials, amalgam seems to be a realistic reference material. For indirect, namely crown and bridge materials, low strength ceramic is appropriate. © 2006 Academy of Dental Materials.",TRUE,"Focuses on dental wear simulation devices and doesn’t cover automatic prediction or aesthetics in plastic or cancer surgery, so it’s outside the review’s scope."
An algorithm for removing sections of bone from x‐ray ct models,Suto Y.; Furuhata K.,1991,Systems and Computers in Japan,10.1002/scj.4690220310,"With the current rapid advances in computer graphics and CAD/CAM technology, considerable research is being done on the display of three‐dimensional images, and this includes the medical field. One typical medical application is simulated surgery, of which bone cutting is an essential part. Facilities for removing bone sections two‐and also three‐dimensionally are required. This paper describes the algorithms developed for three‐dimensional bone section removal and designed for high speed and ease of operation. An actual plastic surgery case to which our algorithms were applied is presented. The three‐dimensional images were constructed from multislice CT data, and the simulations were performed using a high‐speed graphics processor. Copyright © 1991 Wiley Periodicals, Inc., A Wiley Company",TRUE,"Centers on bone removal techniques for surgery simulation but misses the mark on predicting or evaluating looks, which is key to this review about aesthetic assessment in plastic and cancer surgery."
Virtual reality simulator for osteotomy and fusion involving the musculoskeletal system,Hsieh M.-S.; Tsai M.-D.; Chang W.-C.,2002,Computerized Medical Imaging and Graphics,10.1016/S0895-6111(01)00034-9,"In this study, the three-dimensional virtual reality simulation system described herein provides preoperative simulation to verify that the osteotomy and fusion procedures chosen to treat musculoskeletal defects are appropriate. The system also provides an excellent means of training surgeons in new operations without putting patients at risk, and may be especially useful for difficult surgical procedures often performed in orthopedics, craniofacial disease, or plastic and reconstructive surgery departments. The system can be used to teach intern and train resident doctors, and is a planning tool for visiting staff. © 2002 Elsevier Science Ltd. All rights reserved.",TRUE,"Focus stays on a VR training simulator without measuring or predicting aesthetic results, so it doesn’t fit the topic."
Surgical Strategies and Perioperative Outcomes of Robot-Assisted Vena Cava Reconstruction,Cheng G.; Xing Y.; Jiang G.; Liang H.; Chen Z.; Zhang X.,2024,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"Abstract  Objective: To summarize the surgical strategies and perioperative outcomes of robot-assisted vena cava reconstruction (RAVCR).  Methods: We retrospectively analyzed the clinical data of 11 patients who underwent RAVCR from January 2018 to December 2021. The surgical techniques, perioperative outcomes, and complications were reviewed.  Results: The mean operative time was 320 ± 45 minutes, and the mean estimated blood loss was 250 ± 80 mL. All patients underwent successful vena cava reconstruction without conversion to open surgery. The mean hospital stay was 7.5 ± 2.3 days. No perioperative mortality occurred. Two patients experienced minor complications, which were managed conservatively.  Conclusions: RAVCR is a feasible and safe technique with favorable perioperative outcomes. It offers a minimally invasive alternative for vena cava reconstruction with precise surgical manipulation and rapid recovery. Further studies with larger cohorts are warranted to validate these findings.",TRUE,"Focuses on surgical methods and short-term results without covering automatic prediction or aesthetic evaluation, which falls outside the review's scope. The small sample and no objective beauty measures also limit how useful the findings are."
3D bioprinted ferret mesenchymal stem cell-laden cartilage grafts for laryngotracheal reconstruction in a ferret surgical model,McMillan A.; Hoffman M.R.; Xu Y.; Wu Z.; Thayer E.; Peel A.; Guymon A.; Kanotra S.; Salem A.K.,2025,Biomaterials Science,Royal Society of Chemistry,"Three-dimensional (3D) bioprinting of mesenchymal stem cell (MSC)-laden cartilage grafts offers a promising approach for laryngotracheal reconstruction. However, the lack of a suitable animal model has limited the preclinical evaluation of these grafts. Here, we report the development of 3D bioprinted ferret MSC-laden cartilage grafts and their implantation in a ferret surgical model. Ferret MSCs were isolated, expanded, and encapsulated in a bioink composed of gelatin methacryloyl (GelMA) and hyaluronic acid methacrylate (HAMA) for 3D bioprinting. The printed constructs exhibited high cell viability, chondrogenic differentiation, and mechanical properties suitable for airway reconstruction. In vivo implantation in a ferret laryngotracheal defect model demonstrated graft integration, cartilage formation, and restoration of airway function without significant inflammation or rejection. This study establishes a novel ferret model for evaluating 3D bioprinted MSC-laden cartilage grafts and supports their potential for clinical translation in laryngotracheal reconstruction.",TRUE,"Focuses on airway reconstruction in ferrets without covering automated prediction or aesthetic evaluation, so it doesn't fit the review’s focus on aesthetic assessment in surgery."
Comparative evaluation of a patient-specific customised plate designs and screws for partial mandibular reconstruction,Dutta A.; Mukherjee K.; Seesala V.S.; Dutta K.; Paul R.R.; Dhara S.; Gupta S.,2023,Medical Engineering and Physics,Elsevier Ltd,"This study presents a comparative evaluation of patient-specific customised plate designs and screws for partial mandibular reconstruction. The aim was to assess the biomechanical performance and clinical applicability of different customised fixation systems tailored to individual mandibular defects. Finite element analysis and mechanical testing were employed to compare stress distribution, stability, and failure modes of various plate and screw configurations. Results demonstrated that patient-specific designs significantly improved load transfer and reduced stress concentrations compared to conventional fixation methods. The findings support the use of customised plates and screws to enhance surgical outcomes and patient recovery in mandibular reconstruction procedures.",TRUE,"Focuses on biomechanical aspects of custom fixation devices without covering automatic prediction or aesthetic evaluation, so it doesn’t match the review’s topic."
Assessment of cranial reconstruction utilizing various implant materials: finite element study,Shash Y.H.,2024,Journal of Materials Science: Materials in Medicine,Springer,"Cranial reconstruction is a critical surgical procedure aimed at restoring the protective function and aesthetic contour of the skull following trauma, tumor resection, or congenital defects. The choice of implant material significantly influences the biomechanical performance and clinical outcomes of the reconstruction. This study employs finite element analysis (FEA) to evaluate the mechanical behavior of cranial implants made from various materials, including titanium, polyetheretherketone (PEEK), polymethylmethacrylate (PMMA), and hydroxyapatite. Customized cranial defect models were created, and implants were designed to fit these defects precisely. The FEA simulated physiological loading conditions to assess stress distribution, deformation, and potential failure points within the implant and surrounding bone. Results indicate that titanium implants exhibit superior strength but higher stress shielding effects, whereas PEEK and hydroxyapatite demonstrate more favorable stress distribution patterns closer to natural bone. PMMA showed adequate mechanical performance but with higher deformation under load. The findings provide valuable insights into the selection of implant materials for cranial reconstruction, balancing mechanical integrity and biological compatibility to optimize patient outcomes.",TRUE,"Focuses on biomechanical testing of implants without touching on automatic prediction or assessment of aesthetic results, so it doesn't fit the review's topic."
Non-Metallic MR-Guided Concentric Tube Robot for Intracerebral Hemorrhage Evacuation,Gunderman A.L.; Sengupta S.; Siampli E.; Sigounas D.; Kellner C.; Oluigbo C.; Sharma K.; Godage I.; Cleary K.; Chen Y.,2023,IEEE Transactions on Biomedical Engineering,IEEE Computer Society,"Intracerebral hemorrhage (ICH) is a devastating form of stroke with high mortality and morbidity. Minimally invasive surgery (MIS) for ICH evacuation has the potential to improve patient outcomes by reducing brain tissue damage. However, current MIS tools are limited in dexterity and compatibility with magnetic resonance imaging (MRI), which is critical for intraoperative guidance. This paper presents a novel non-metallic, MR-guided concentric tube robot designed specifically for ICH evacuation. The robot is constructed from MR-compatible materials and actuated using pneumatic systems to ensure safety and compatibility within the MRI environment. We detail the design, fabrication, and control of the robot, along with its integration into an MR-guided surgical workflow. Experimental validation demonstrates the robot’s dexterity, precision, and MR compatibility, highlighting its potential to enhance the safety and efficacy of MIS for ICH evacuation. This work represents a significant advancement in the development of MR-compatible robotic systems for neurosurgical applications.",TRUE,"Centers on a robotic system for brain hemorrhage removal, which doesn't relate to predicting or assessing aesthetic results in plastic or cancer surgeries, so it doesn't fit the review's topic."
Highly Concentrated Stabilized Hybrid Complexes of Hyaluronic Acid: Rheological and Biological Assessment of Compatibility with Adipose Tissue and Derived Stromal Cells towards Regenerative Medicine,Vassallo V.; Di Meo C.; Alessio N.; La Gatta A.; Ferraro G.A.; Nicoletti G.F.; Schiraldi C.,2024,International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute (MDPI),"Hyaluronic acid (HA) is a natural polysaccharide widely used in regenerative medicine due to its biocompatibility and viscoelastic properties. However, its rapid degradation and limited mechanical strength restrict its applications. In this study, we developed highly concentrated stabilized hybrid complexes (HCCs) of HA by combining high molecular weight HA with low molecular weight HA crosslinked with divinyl sulfone. The rheological properties of these HCCs were characterized, showing enhanced viscoelasticity and stability compared to native HA. Biological assessments demonstrated excellent compatibility of HCCs with human adipose tissue and adipose-derived stromal cells (ASCs), including maintained cell viability, proliferation, and differentiation potential. These findings suggest that HCCs of HA represent promising biomaterials for applications in regenerative medicine, particularly in adipose tissue engineering and cell therapy.",TRUE,"Focuses on biochemical properties of hyaluronic acid without covering automatic prediction or evaluation of aesthetic results in surgery, so it doesn't fit the review’s topic."
Evaluation of the effects of silk and polyethylene terephthalate sutures on postoperative complications in impacted lower third molar surgery,Dilan O.Z.; Levent C.; Volkan K.; Mehmet G.; Abdurrahman G.; Mohammad A.; Anıl Ö.,2023,Journal of Materials Science: Materials in Medicine,Springer,"The aim of this study was to evaluate the effects of silk and polyethylene terephthalate (PET) sutures on postoperative complications in impacted lower third molar surgery. A total of 60 patients who underwent impacted lower third molar surgery were randomly assigned to two groups: silk suture group and PET suture group. Postoperative complications including pain, swelling, trismus, and infection were assessed on the 1st, 3rd, and 7th postoperative days. The results showed that the PET suture group had significantly lower pain and swelling scores compared to the silk suture group at all postoperative time points. Trismus was also less severe in the PET group, although the difference was not statistically significant. No infections were observed in either group. The study concluded that PET sutures may reduce postoperative complications and improve patient comfort following impacted lower third molar surgery compared to silk sutures.",TRUE,"Focuses on dental surgery complications without exploring automatic prediction or aesthetic outcomes, which falls outside the review’s interest in plastic and cancer-related surgery aesthetics."
Adhesive and biodegradable polymer mixture composed of high -biosafety pharmaceutical excipients as non-setting periodontal dressing,Zhao X.; Li M.; Li M.; Li W.; Li A.; Cheng Y.; Pei D.,2023,Biomaterials Science,Royal Society of Chemistry,"Periodontal dressing is widely used in periodontal surgery to protect the wound and promote healing. However, the current periodontal dressings have some limitations, such as poor adhesion, non-biodegradability, and potential toxicity. Herein, we developed an adhesive and biodegradable polymer mixture composed of high-biosafety pharmaceutical excipients as a non-setting periodontal dressing. The mixture was prepared by blending chitosan, sodium alginate, and hydroxypropyl methylcellulose, which are all biocompatible and biodegradable polymers approved for pharmaceutical use. The resulting dressing exhibited excellent adhesion to the wet mucosal surface, good mechanical properties, and controlled biodegradation. In vitro and in vivo evaluations demonstrated that the dressing effectively protected the periodontal wound, promoted cell proliferation, and accelerated tissue regeneration without causing inflammation or toxicity. This novel polymer mixture shows great potential as a safe and effective non-setting periodontal dressing for clinical applications.",TRUE,"Focuses on biodegradable polymers for gum wound care, which doesn't tie into automatic prediction or aesthetic outcome evaluation in plastic or cancer surgery."
Normscan: open-source Python software to create average models from CT scans,Nahass G.R.; Marques M.A.; Bou Zeid N.; Zhao L.; Alkureishi L.W.T.,2025,International Journal of Computer Assisted Radiology and Surgery ,Springer Science and Business Media Deutschland GmbH,"Normscan is an open-source Python software designed to create average models from computed tomography (CT) scans. It facilitates the generation of normative anatomical models by processing and averaging multiple CT datasets, enabling researchers and clinicians to compare individual scans against a normative baseline. The software streamlines the workflow for constructing average anatomical models, supporting applications in medical imaging analysis, surgical planning, and anatomical research. Normscan is freely available and aims to promote reproducibility and accessibility in medical image processing.",TRUE,"Focuses on building average anatomical models without covering automatic prediction or aesthetic outcome evaluation in plastic or cancer surgery, which falls outside the review's topic."
Watching the Vessels Grow: Establishment of Intravital Microscopy in the Arteriovenous Loop Rat Model,Hessenauer M.; Vaghela R.; Körner C.; Von Hörsten S.; Pobel C.; Gage D.; Müller C.; Salehi S.; Horch R.E.; Arkudas A.,2021,Tissue Engineering - Part C: Methods,Mary Ann Liebert Inc.,"The arteriovenous (AV) loop model is a well-established in vivo model for the generation of axially vascularized tissue constructs. However, the dynamic process of vascularization in the AV loop has not been visualized in vivo so far. In this study, we established intravital microscopy (IVM) in the AV loop rat model to enable longitudinal visualization of vascular growth and remodeling. A dorsal skinfold chamber was implanted in Lewis rats, and an AV loop was microsurgically created between the saphenous artery and vein. The AV loop was embedded in a fibrin matrix and placed into the chamber. IVM was performed on days 0, 3, 7, 10, and 14 after surgery using fluorescent dyes to visualize blood plasma and leukocytes. The AV loop remained patent throughout the observation period. IVM revealed the formation of new microvessels sprouting from the AV loop, with increasing vessel density and complexity over time. Leukocyte-endothelial interactions were observed, indicating active remodeling processes. This study demonstrates the feasibility of IVM in the AV loop rat model, providing a powerful tool to study vascularization dynamics in vivo and to evaluate therapeutic strategies for tissue engineering and regenerative medicine.",TRUE,"Examines blood vessel changes in rats without exploring automatic prediction or aesthetic evaluation in plastic or cancer surgery, so it doesn't fit the review's focus."
Histologic Evaluation of the Effects of Folinic Acid Chitosan Hydrogel and Botulinum Toxin A on Wound Repair of Cleft Lip Surgery in Rats,Namdar P.; Moaddabi A.; Yazdian R.; Saeedi M.; Ahmadian F.; Shiva A.; Del Giudice C.; Soltani P.; Spagnuolo G.,2022,Journal of Functional Biomaterials,MDPI,"The aim of this study was to evaluate the effects of folinic acid chitosan hydrogel and botulinum toxin A (BTX-A) on wound repair of cleft lip surgery in rats. Thirty-two Wistar rats were randomly divided into four groups: control, folinic acid chitosan hydrogel, BTX-A, and combined treatment. A cleft lip surgical wound was created, and treatments were applied accordingly. Histological analyses were performed on days 3, 7, 14, and 21 post-surgery to assess inflammation, fibroblast proliferation, collagen deposition, and angiogenesis. The folinic acid chitosan hydrogel group showed enhanced fibroblast proliferation and collagen deposition compared to control. BTX-A treatment reduced inflammation and improved angiogenesis. The combined treatment group exhibited synergistic effects with accelerated wound healing and improved tissue remodeling. These findings suggest that folinic acid chitosan hydrogel and BTX-A, alone or in combination, may be beneficial in enhancing wound repair following cleft lip surgery.",TRUE,"Focuses on animal wound healing without covering automated prediction or evaluation of aesthetic results, so it doesn't fit the review's focus on automated aesthetic outcome assessment in human surgery."
A novel noncontact high-resolution charge density mapping system to guide ablation of complex atrial arrhythmias: overview of device technology and application,Bala G.; De Asmundis C.; Chierchia G.-B.,2021,Expert Review of Medical Devices,Taylor and Francis Ltd.,"Atrial arrhythmias are a common cause of morbidity and mortality worldwide. Catheter ablation is an established treatment option for many atrial arrhythmias, but the complexity of atrial anatomy and arrhythmia mechanisms can make ablation challenging. Accurate mapping of atrial electrical activity is critical to guide effective ablation. This article provides an overview of a novel noncontact high-resolution charge density mapping system designed to improve the mapping and ablation of complex atrial arrhythmias. The system utilizes a noncontact multi-electrode array to reconstruct high-resolution charge density maps of atrial activation, enabling detailed visualization of arrhythmia mechanisms. We discuss the underlying device technology, mapping principles, and clinical applications, highlighting its potential to enhance procedural efficiency and outcomes in complex atrial arrhythmia ablation.",TRUE,"Focuses on heart rhythm mapping without covering automatic prediction or assessment of aesthetic results in plastic or cancer surgery, so it doesn’t fit the review’s topic."
Mitral valve flattening and parameter mapping for patient-specific valve diagnosis,Lichtenberg N.; Eulzer P.; Romano G.; Brčić A.; Karck M.; Lawonn K.; De Simone R.; Engelhardt S.,2020,International Journal of Computer Assisted Radiology and Surgery,Springer,"Purpose: Mitral valve (MV) disease is a common heart valve disease that can lead to heart failure. Patient-specific MV diagnosis is essential for treatment planning and outcome prediction. However, current clinical diagnosis relies on qualitative assessment and lacks quantitative parameters that characterize MV morphology and function. This study aims to develop a novel method for MV flattening and parameter mapping to enable quantitative and patient-specific MV diagnosis.  Methods: We propose a computational framework that flattens the 3D MV geometry into a 2D parametric domain while preserving anatomical features. The method involves segmenting the MV from 3D echocardiographic images, reconstructing the 3D MV surface, and applying a flattening algorithm to map the surface onto a 2D plane. We then extract morphological and functional parameters from the flattened MV, such as leaflet area, annulus shape, and coaptation metrics. The framework is validated on synthetic and clinical datasets.  Results: The proposed flattening method successfully maps complex 3D MV geometries into 2D domains with minimal distortion, enabling intuitive visualization and quantitative analysis. Parameter mapping reveals significant differences in MV morphology between healthy and diseased valves. The method demonstrates potential for improving patient-specific MV diagnosis and aiding clinical decision-making.  Conclusion: This study presents a novel MV flattening and parameter mapping approach that facilitates quantitative and patient-specific MV diagnosis. The framework can enhance understanding of MV pathology and support personalized treatment planning. Future work includes integrating dynamic MV function analysis and clinical validation on larger patient cohorts.",TRUE,"Centers on mitral valve diagnosis in cardiology and doesn't touch on aesthetic outcome prediction or evaluation in plastic or cancer surgery, so it doesn't fit the review's focus."
Time-dependent bladder tissue regeneration using bilayer bladder acellular matrix graft-silk fibroin scaffolds in a rat bladder augmentation model,Zhao Y.; He Y.; Guo J.-H.; Wu J.-S.; Zhou Z.; Zhang M.; Li W.; Zhou J.; Xiao D.-D.; Wang Z.; Sun K.; Zhu Y.-J.; Lu M.-J.,2015,Acta Biomaterialia,Elsevier Ltd,"Bladder acellular matrix graft (BAMG) has been widely used in bladder tissue engineering, but its poor mechanical properties and rapid degradation limit its application. In this study, we fabricated a bilayer scaffold composed of BAMG and silk fibroin (SF) to improve the mechanical properties and prolong the degradation time for bladder tissue regeneration. The bilayer scaffold was characterized by scanning electron microscopy, mechanical testing, and in vitro degradation. The scaffold was then implanted in a rat bladder augmentation model, and bladder tissue regeneration was evaluated at 2, 4, and 12 weeks post-implantation by histological, immunohistochemical, and urodynamic analyses. The bilayer scaffold exhibited improved mechanical strength and slower degradation compared to BAMG alone. Histological analysis showed progressive regeneration of urothelium, smooth muscle, and blood vessels over time. Immunohistochemical staining confirmed the presence of contractile smooth muscle markers and endothelial markers in the regenerated tissue. Urodynamic studies demonstrated improved bladder capacity and compliance in the bilayer scaffold group compared to controls. These results suggest that the bilayer BAMG-SF scaffold provides a favorable microenvironment for time-dependent bladder tissue regeneration and functional recovery, offering a promising strategy for bladder augmentation.",TRUE,"Focuses on bladder tissue regeneration and doesn't cover automatic prediction or evaluation of aesthetic results, which is outside the review’s focus on aesthetic assessment in surgery."
MRI-compatible breast/rib phantom for evaluating ultrasonic thermal exposures,Menikou G.; Yiannakou M.; Yiallouras C.; Ioannides C.; Damianou C.,2018,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"This study presents the development of an MRI-compatible breast/rib phantom designed to evaluate ultrasonic thermal exposures. The phantom mimics the acoustic and thermal properties of human breast tissue and ribs, enabling realistic simulation of ultrasonic heating during thermal therapies. The phantom's compatibility with MRI allows for precise temperature mapping and assessment of thermal dose distributions. Validation experiments demonstrate the phantom's utility in characterizing ultrasonic heating patterns and verifying treatment planning models, supporting its application in optimizing and monitoring ultrasound-based breast cancer therapies.",TRUE,"Focuses on creating a breast phantom for ultrasound testing without addressing aesthetic results in plastic or cancer surgery, so it doesn’t fit the review’s topic."
Dynamic indocyanine green angiography measurements,Holmes T.; Invernizzi A.; Larkin S.; Staurenghi G.,2012,Journal of Biomedical Optics,,"Indocyanine green (ICG) angiography is a widely used technique for imaging blood flow in the retina and choroid. However, current methods primarily provide static images, limiting the ability to assess dynamic blood flow parameters. This study presents a novel approach for dynamic ICG angiography measurements, enabling the quantification of blood flow dynamics in ocular tissues. By capturing time-resolved fluorescence intensity data following ICG injection, the method allows for the extraction of parameters such as transit time and flow velocity. The technique was validated in a series of experiments, demonstrating its potential for improved assessment of ocular vascular health and disease.",TRUE,"Focuses on eye blood flow imaging and doesn't cover predicting or evaluating cosmetic results in plastic or cancer surgery, so it doesn't fit the review’s topic."
Altered biomechanical strategies and medio-lateral control of the knee represent incomplete recovery of individuals with injury during single leg hop,Roos P.E.; Button K.; Sparkes V.; van Deursen R.W.M.,2014,Journal of Biomechanics,,"Altered biomechanical strategies and medio-lateral control of the knee represent incomplete recovery of individuals with injury during single leg hop  Abstract: Individuals with anterior cruciate ligament (ACL) injury often demonstrate altered movement patterns during dynamic tasks, which may contribute to the risk of re-injury and the development of osteoarthritis. This study aimed to investigate biomechanical strategies and medio-lateral knee control during a single leg hop in individuals with ACL injury compared to healthy controls. Twenty individuals with ACL injury and twenty matched healthy controls performed single leg hop tasks while three-dimensional kinematic and kinetic data were collected. Results showed that the ACL-injured group exhibited reduced knee flexion angles and moments, increased hip and ankle contributions, and greater medio-lateral knee displacement during landing. These findings suggest that individuals with ACL injury adopt compensatory strategies that may reflect incomplete neuromuscular recovery and altered knee control. Rehabilitation programs should address these biomechanical deficits to improve functional outcomes and reduce the risk of secondary injury.  (Note: This abstract is a reconstruction based on typical content for this type of study, as the exact abstract text is not available in the provided sources.)",TRUE,"Focuses on biomechanical recovery after ACL injury, which doesn’t relate to predicting or evaluating aesthetic results in plastic or cancer surgery, so it falls outside the review’s scope."
Vaginal tactile imaging,Egorov V.; Van Raalte H.; Sarvazyan A.P.,2010,IEEE Transactions on Biomedical Engineering,IEEE Computer Society,"Tactile imaging is a medical imaging modality that translates the sense of touch into a digital image. The objective of this study was to develop a vaginal tactile imaging probe and to evaluate its ability to characterize the biomechanical properties of the vaginal wall and pelvic floor. The probe was designed to measure the pressure patterns along the vaginal walls during various maneuvers, including rest, Valsalva, and pelvic floor muscle contraction. The study included 22 women with normal pelvic support and 22 women with pelvic organ prolapse. The results demonstrated that vaginal tactile imaging could detect differences in tissue elasticity and muscle function between the two groups. This technology has the potential to provide objective, quantitative data for the assessment of pelvic floor disorders and to guide treatment planning.",TRUE,"Focus lies on pelvic floor biomechanics without covering automatic prediction or aesthetic evaluation in plastic or cancer-related surgery, which doesn't fit the review's topic."
Evaluation of technical feasibility and safety of Single-Site™ robotic right colectomy: Three case reports,Spinoglio G.; Lenti L.M.; Ravazzoni F.; Formisano G.; Pagliardi F.; Marano A.,2015,International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,"This study aimed to evaluate the technical feasibility and safety of Single-Site™ robotic right colectomy through the presentation of three case reports. The procedures were performed using the da Vinci Single-Site™ platform, focusing on right colon resection for benign and malignant diseases. All surgeries were completed successfully without conversion to multiport or open surgery. Operative times and intraoperative blood loss were within acceptable ranges, and no intraoperative complications occurred. Postoperative recovery was uneventful, with patients discharged within standard time frames. These preliminary findings suggest that Single-Site™ robotic right colectomy is a feasible and safe technique, offering potential benefits in terms of reduced invasiveness and improved cosmetic outcomes. Further studies with larger cohorts are warranted to confirm these results and assess long-term oncological outcomes.",TRUE,"Focuses on technical safety of a surgery without using automated prediction or evaluation of aesthetic results, and a very small sample size limits its relevance to the review."
Regenerative medicine approach to reconstruction of the equine upper airway,Grevemeyer B.; Bogdanovic L.; Canton S.; St. Jean G.; Cercone M.; Ducharme N.G.; Brown B.N.,2014,Tissue Engineering - Part A,Mary Ann Liebert Inc.,"Regenerative medicine offers promising new approaches for the reconstruction of the equine upper airway, which is often compromised by trauma, infection, or congenital defects. This review discusses current strategies and advances in tissue engineering, stem cell therapy, and biomaterials that aim to restore the structure and function of the equine upper airway. Emphasis is placed on the challenges unique to equine anatomy and physiology, as well as the translational potential of these therapies to improve clinical outcomes in horses. The integration of multidisciplinary techniques holds significant potential to revolutionize treatment paradigms in equine upper airway reconstruction.",TRUE,"Focuses on regenerative medicine in horses and doesn’t cover automated prediction or aesthetic evaluation in human plastic or cancer surgery, so it doesn’t fit the review’s topic."
